hgnc_symbol	Compartments.Score	LOCATE_score	GO.score	Uniprot.Score	Goldstd.Score	Goldstd_result	NEG.control
1876	CST11	1	1	1	1	0	no	0
1877	GABBR1	1	0	1	1	0	no	1
1878	IL31	1	0	1	1	0	no	0
1879	GPC6	1	1	1	1	1	YES	0
1880	CORT	1	0	1	1	0	no	0
1881	GPC5	1	1	1	1	0	no	1
1882	SLITRK1	1	0	1	1	0	no	0
1883	THBD	1	0	1	0	0	no	1
1884	MAMDC2	1	1	1	1	0	no	1
1885	PRKACG	1	0	1	0	0	no	1
1886	CGB7	1	1	1	1	0	no	1
1887	FTL	1	0	1	0	0	no	1
1888	CA6	1	1	1	1	0	no	0
1889	TNFRSF9	1	0	1	0	0	no	1
1890	IGFBPL1	1	1	1	1	1	YES	0
1891	IGFL4	1	0	1	1	0	no	1
1892	HIST1H2BI	1	0	1	0	0	no	1
1893	HIST1H4B	1	0	1	0	0	no	0
1894	HIST1H3D	1	0	1	0	0	no	0
1895	TNFRSF25	1	1	1	1	0	no	1
1896	HIST1H4C	1	0	1	0	0	no	0
1897	CUBN	1	1	1	0	0	no	0
1898	SPINK9	1	0	1	1	0	no	0
1899	GKN1	1	0	1	1	0	no	0
1900	LYPD5	1	1	1	0	0	no	1
1901	SCGN	1	0	1	1	0	no	0
1902	CNMD	1	0	1	1	0	no	0
1903	RECK	1	1	1	0	0	no	1
1904	ACTR2	1	0	1	0	0	no	1
1905	AHNAK	1	0	1	0	0	no	1
1906	NDP	1	0	1	1	1	YES	0
1907	C12orf73	1	0	1	1	0	no	1
1908	PGA4	1	0	1	1	0	no	0
1909	CASK	1	0	1	0	0	no	1
1910	APRT	1	0	1	0	0	no	1
1911	PKHD1L1	1	1	1	0	0	no	0
1912	MMEL1	1	0	1	1	0	no	0
1913	PODXL	1	0	1	0	1	YES	0
1914	ITM2B	1	0	1	1	1	YES	0
1915	CCL7	1	0	1	1	0	no	0
1916	LGALS7	1	0	1	1	0	no	0
1917	PRRG1	1	0	1	0	1	YES	0
1918	UCMA	1	0	1	1	0	no	0
1919	CCDC3	1	0	1	1	0	no	1
1920	BMP2	1	1	1	1	1	YES	0
1921	DHRS13	1	0	1	1	1	YES	0
1922	CHGB	1	0	1	1	1	YES	0
1923	NRCAM	1	0	1	1	0	no	0
1924	NGRN	1	1	1	1	0	no	0
1925	SCGB2B2	1	1	1	1	0	no	0
1926	APOO	1	0	1	1	0	no	1
1927	VIT	1	1	1	1	0	no	0
1928	GFOD1	1	0	1	1	0	no	1
1929	PRDX4	1	1	1	0	0	no	1
1930	AGRN	1	0	1	1	0	no	1
1931	EDN1	1	1	1	1	0	no	1
1932	ISG15	1	0	1	1	0	no	0
1933	XDH	1	0	1	1	0	no	1
1934	CMTM1	1	0	1	0	0	no	1
1935	NHLRC3	1	0	1	1	0	no	0
1936	NDNF	1	1	1	1	1	YES	0
1937	SPINK4	1	1	1	1	1	YES	0
1938	POSTN	1	1	1	1	0	no	1
1939	TXNDC5	1	1	1	0	0	no	1
1940	IL15RA	1	1	1	1	0	no	1
1941	RS1	1	1	1	1	0	no	0
1942	C9orf72	1	0	1	1	0	no	0
1943	ARSK	1	1	1	1	1	YES	0
1944	TEK	1	0	1	1	0	no	1
1945	KL	1	0	1	1	0	no	0
1946	GDI2	1	0	1	0	0	no	0
1947	IFNA8	1	0	1	1	0	no	0
1948	IFNA2	1	1	1	1	0	no	0
1949	IFNA16	1	0	1	1	0	no	0
1950	IFNA10	1	0	1	1	0	no	0
1951	IFNA14	1	1	1	1	0	no	0
1952	IFNA21	1	1	1	1	0	no	0
1953	IFNW1	1	0	1	1	0	no	0
1954	IFNB1	1	1	1	1	0	no	0
1955	FAM50B	1	0	1	0	0	no	1
1956	AVP	1	1	1	1	0	no	0
1957	EMILIN1	1	1	1	1	0	no	0
1958	CALML5	1	0	1	0	0	no	1
1959	UCN3	1	1	1	1	0	no	0
1960	SHBG	1	0	1	1	0	no	0
1961	COL2A1	1	1	1	1	0	no	1
1962	ADAMTSL1	1	1	1	1	0	no	0
1963	EGFL6	1	0	1	1	0	no	0
1964	CPXM1	1	0	1	1	0	no	0
1965	TMSB4X	1	0	1	0	1	YES	0
1966	SERPINB9	1	0	1	0	0	no	1
1967	AMELX	1	1	1	1	0	no	0
1968	SERPINB1	1	0	1	0	0	no	1
1969	FREM1	1	1	1	1	0	no	0
1970	CER1	1	1	1	1	0	no	0
1971	ERBIN	1	0	1	0	0	no	1
1972	NLN	1	0	1	0	0	no	1
1973	SLC12A1	1	0	1	0	1	YES	0
1974	ADAMTS6	1	0	1	1	0	no	0
1975	IGFBP3	1	1	1	1	1	YES	0
1976	GP2	1	0	1	1	0	no	0
1977	ESM1	1	1	1	1	0	no	0
1978	IL33	1	0	1	1	0	no	0
1979	CRLF2	1	1	1	1	0	no	0
1980	CD274	1	0	1	0	0	no	1
1981	SIRPD	1	0	1	1	0	no	0
1982	RLN2	1	1	1	1	0	no	0
1983	INSL6	1	1	1	1	0	no	0
1984	ASAH1	1	1	1	0	0	no	0
1985	CPPED1	1	0	1	0	0	no	1
1986	PRH2	1	1	1	1	0	no	0
1987	CDC37L1	1	0	1	0	0	no	1
1988	ANGPT4	1	0	1	1	0	no	0
1989	PGM2	1	0	1	0	0	no	1
1990	VLDLR	1	1	1	0	1	YES	0
1991	LGI2	1	1	1	1	0	no	1
1992	SOD3	1	0	1	1	0	no	0
1993	DEFB135	1	0	1	1	0	no	0
1994	DEFB136	1	0	1	1	0	no	0
1995	FGF9	1	0	1	1	0	no	0
1996	DEFB132	1	1	1	1	0	no	0
1997	DEFB127	1	1	1	1	0	no	0
1998	DEFB126	1	1	1	1	0	no	0
1999	DEAF1	1	1	1	1	0	no	1
2000	DEFB125	1	1	1	1	0	no	0
2001	SEMA5A	1	0	1	0	0	no	0
2002	DEFA1	1	0	1	1	0	no	0
2003	DEFA1B	1	0	1	1	0	no	0
2004	SERPINB5	1	0	1	1	1	YES	0
2005	HGFAC	1	1	1	1	0	no	0
2006	MSLN	1	0	1	1	1	YES	0
2007	RNASE13	1	0	1	1	0	no	0
2008	SNRNP25	1	0	1	0	0	no	1
2009	LY6G5C	1	0	1	1	0	no	1
2010	CSPG5	1	0	1	0	0	no	1
2011	COLQ	1	1	1	0	1	YES	0
2012	FAM131A	1	0	1	1	0	no	1
2013	FLG2	1	0	1	0	0	no	0
2014	ADAMTS7	1	0	1	1	1	YES	0
2015	GPX3	1	0	1	1	0	no	0
2016	OTOA	1	1	1	1	0	no	0
2017	LOXL2	1	1	1	1	0	no	1
2018	PRB2	1	1	1	1	0	no	0
2019	VWA3A	1	0	1	1	0	no	0
2020	ADAMTS20	1	0	1	1	0	no	0
2021	SSC5D	1	0	1	1	0	no	1
2022	LAMA1	1	1	1	1	0	no	0
2023	CCL25	1	1	1	1	0	no	0
2024	LILRB2	1	0	1	0	0	no	0
2025	KLK8	1	1	1	1	1	YES	0
2026	KLK7	1	1	1	1	0	no	1
2027	IL24	1	0	1	1	0	no	0
2028	LAD1	1	0	1	1	0	no	1
2029	XRCC5	1	0	1	0	0	no	1
2030	STX2	1	0	1	0	0	no	1
2031	CRLF1	1	0	1	1	0	no	0
2032	CSH2	1	1	1	1	0	no	0
2033	DBH	1	0	1	1	1	YES	0
2034	SERPINA3	1	0	1	1	0	no	0
2035	PDGFD	1	1	1	1	1	YES	0
2036	NME2	1	0	1	0	0	no	0
2037	NME1-NME2	1	0	0	0	0	no	1
2038	NTNG2	1	1	1	0	0	no	1
2039	PTPRZ1	1	0	1	1	0	no	1
2040	ARHGAP9	1	0	1	0	0	no	0
2041	SFTPB	1	1	1	1	0	no	0
2042	CNP	1	0	1	0	0	no	1
2043	C1QTNF2	1	0	1	1	0	no	1
2044	NIT2	1	0	1	0	0	no	1
2045	PROS1	1	0	1	1	0	no	0
2046	GPC3	1	0	1	1	0	no	1
2047	LIPF	1	1	1	1	0	no	0
2048	ACTN1	1	0	1	0	0	no	1
2049	RSPRY1	1	0	1	1	0	no	0
2050	NMB	1	1	1	1	1	YES	0
2051	CCL8	1	0	1	1	0	no	0
2052	CFI	1	0	1	1	0	no	0
2053	AIMP1	1	0	1	1	0	no	1
2054	ZP3	1	0	1	1	0	no	0
2055	KIF20A	1	0	1	0	0	no	1
2056	SLC11A2	1	0	1	0	0	no	1
2057	NRG4	1	0	1	1	0	no	0
2058	PSAP	1	0	1	1	1	YES	0
2059	SMIM29	1	0	1	1	0	no	0
2060	SPP1	1	0	1	1	0	no	1
2061	IZUMO4	1	1	1	1	1	YES	0
2062	LGALS9	1	0	1	1	0	no	1
2063	MFAP4	1	1	1	1	0	no	1
2064	ADM2	1	0	1	1	0	no	0
2065	BTC	1	0	1	1	0	no	0
2066	CXCL1	1	0	1	1	0	no	0
2067	AFP	1	0	1	1	0	no	1
2068	CXCL12	1	1	1	1	0	no	0
2069	BMP7	1	0	1	1	1	YES	0
2070	PTHLH	1	1	1	1	0	no	1
2071	FAM172A	1	0	1	1	0	no	1
2072	ENAM	1	0	1	1	0	no	0
2073	NAV2	1	0	1	0	0	no	1
2074	ODAM	1	0	1	1	0	no	1
2075	AMPD3	1	0	1	0	0	no	1
2076	COL4A3	1	1	1	1	1	YES	0
2077	COL4A4	1	0	1	1	0	no	0
2078	EAF1	1	0	1	0	1	YES	0
2079	TULP3	1	0	1	1	0	no	1
2080	PLAA	1	0	1	0	0	no	1
2081	CNTN4	1	0	1	1	0	no	0
2082	LYPD1	1	1	1	0	0	no	0
2083	TCTN1	1	0	1	1	0	no	1
2084	MUC16	1	0	1	1	0	no	0
2085	RNASE4	1	0	1	1	0	no	0
2086	CXorf36	1	1	1	1	0	no	0
2087	EPHB1	1	0	1	0	0	no	1
2088	NPS	1	0	1	1	0	no	0
2089	APOF	1	0	1	1	0	no	0
2090	SELENOS	1	0	1	0	0	no	1
2091	SPINK13	1	0	1	1	0	no	1
2092	SPAG11B	1	1	1	1	0	no	0
2093	GSTP1	1	0	1	0	0	no	1
2094	DEFB113	1	0	1	1	0	no	0
2095	WNT8A	1	0	1	1	0	no	1
2096	ABHD18	1	0	1	1	0	no	1
2097	COL13A1	1	0	1	0	0	no	0
2098	COL25A1	1	0	1	0	1	YES	0
2099	MDGA2	1	0	1	0	0	no	0
2100	OTOG	1	0	1	1	0	no	0
2101	COL28A1	1	0	1	1	0	no	1
2102	OPRPN	1	0	1	1	0	no	0
2103	ENHO	1	0	1	1	0	no	0
2104	ROCK1	1	0	1	0	0	no	0
2105	DDX3X	1	0	1	0	0	no	1
2106	MTRNR2L4	1	0	1	1	0	no	0
2107	DSCAM	1	0	1	1	0	no	1
2108	DEFB116	1	0	1	1	0	no	0
2109	DEFB115	1	0	1	1	0	no	0
2110	ZG16	1	0	1	1	0	no	0
2111	MASP2	1	1	1	1	0	no	1
2112	TFIP11	1	0	1	0	0	no	1
2113	MATN3	1	1	1	1	0	no	1
2114	LIPK	1	0	1	1	0	no	0
2115	LIPM	1	0	1	1	0	no	0
2116	LIPN	1	0	1	1	0	no	0
2117	FAM19A5	1	0	1	1	0	no	0
2118	CRELD2	1	0	1	1	0	no	0
2119	FBLN2	1	1	1	1	0	no	1
2120	ACY1	1	0	1	0	0	no	0
2121	NXPH1	1	1	1	1	0	no	0
2122	ALKAL2	1	1	1	1	0	no	0
2123	RNASE9	1	0	1	1	0	no	0
2124	FAM49B	1	0	1	0	0	no	1
2125	IFI30	1	1	1	1	1	YES	0
2126	SVEP1	1	0	1	1	0	no	0
2127	F11	1	1	1	1	1	YES	0
2128	VSTM2A	1	0	1	1	0	no	0
2129	KDSR	1	0	1	0	0	no	0
2130	VPREB1	1	1	1	0	0	no	0
2131	C22orf46	1	0	1	1	0	no	1
2132	TNFSF18	1	0	1	0	0	no	0
2133	HIST2H3A	1	0	1	0	0	no	0
2134	CEACAM16	1	0	1	1	0	no	0
2135	PSG2	1	0	1	1	0	no	0
2136	TF	1	0	1	1	0	no	1
2137	CLPSL2	1	0	1	1	1	YES	0
2138	LTBP1	1	1	1	1	0	no	1
2139	CPE	1	0	1	1	1	YES	0
2140	UMODL1	1	0	1	0	0	no	0
2141	HMSD	1	0	1	1	0	no	0
2142	APOL6	1	0	1	0	0	no	1
2143	ALAD	1	0	1	0	0	no	0
2144	LLCFC1	1	0	1	1	0	no	0
2145	PSMD14	1	0	1	0	0	no	1
2146	C19orf24	1	0	1	0	0	no	1
2147	KCMF1	1	0	1	0	0	no	1
2148	C4orf48	1	0	1	1	0	no	1
2149	ITGA6	1	0	1	0	0	no	0
2150	LYPD6B	1	0	1	0	0	no	0
2151	NOTUM	1	0	1	1	0	no	0
2152	ACAN	1	1	0	0	0	no	0
2153	ARTN	1	1	1	1	0	no	0
2154	HMCN2	1	0	1	1	1	YES	0
2155	PCYOX1	1	0	1	0	0	no	0
2156	GCG	1	1	1	1	1	YES	0
2157	KIF4B	1	0	1	0	0	no	1
2158	OAS1	1	0	1	1	0	no	1
2159	CASP4	1	0	1	1	0	no	1
2160	MLN	1	1	1	1	0	no	0
2161	CRISP3	1	0	1	1	0	no	0
2162	NPNT	1	1	1	1	1	YES	0
2163	IRAK4	1	0	1	0	0	no	1
2164	AGR2	1	0	1	1	0	no	1
2165	PTPN6	1	0	1	0	0	no	1
2166	IGF2	1	1	1	1	1	YES	0
2167	GPX5	1	1	1	1	0	no	0
2168	RELN	1	1	1	1	0	no	1
2169	FGFR1	1	1	1	0	0	no	1
2170	CEP131	1	0	1	0	0	no	1
2171	ADM5	1	0	1	1	0	no	0
2172	PLA2G10	1	0	1	1	0	no	0
2173	AHSG	1	0	1	1	0	no	1
2174	CSF2RA	1	0	1	1	0	no	0
2175	IFNA13	1	0	1	1	0	no	0
2176	GCA	1	0	1	0	0	no	1
2177	PPT1	1	1	1	1	0	no	0
2178	ORM2	1	1	1	1	1	YES	0
2179	IGFL2	1	0	1	1	0	no	1
2180	MAN2B1	1	0	1	0	1	YES	0
2181	PATE3	1	0	1	1	0	no	0
2182	JAM3	1	0	1	1	0	no	1
2183	PLA2G4B	1	0	1	0	0	no	0
2184	C4A	1	0	1	1	0	no	0
2185	NTM	1	1	1	0	0	no	0
2186	MUC20	1	0	1	1	0	no	1
2187	SCN1B	1	1	1	1	0	no	0
2188	PSMD13	1	0	1	0	0	no	1
2189	SFTPA1	1	0	1	1	0	no	0
2190	NTF3	1	1	1	1	0	no	0
2191	RLN3	1	0	1	1	0	no	0
2192	AMY2A	1	0	1	1	0	no	0
2193	ENDOU	1	1	1	1	0	no	0
2194	TNF	1	0	1	1	0	no	0
2195	CYR61	1	0	1	1	0	no	0
2196	FGF16	1	0	1	1	0	no	0
2197	LRRC70	1	0	1	0	0	no	0
2198	PRG4	1	1	1	1	0	no	0
2199	FJX1	1	0	1	1	1	YES	0
2200	LAMA2	1	1	1	1	0	no	0
2201	OTOGL	1	0	1	1	0	no	1
2202	PRSS48	1	0	1	1	0	no	0
2203	C11orf94	1	0	1	1	0	no	0
2204	SIGLEC6	1	1	1	1	0	no	0
2205	NAPRT	1	0	1	0	0	no	1
2206	PRSS42	1	0	1	1	0	no	0
2207	PVR	1	1	1	1	1	YES	0
2208	SLC12A3	1	0	1	0	0	no	0
2209	CPAMD8	1	1	1	1	0	no	0
2210	MDGA1	1	0	1	0	0	no	1
2211	PMEL	1	0	1	1	0	no	0
2212	IGKV3D-7	1	0	1	1	0	no	0
2213	LTA	1	1	1	1	0	no	0
2214	CGB8	1	0	1	1	0	no	1
2215	TENM1	1	0	1	0	0	no	0
2216	ILF3	1	0	1	0	0	no	1
2217	CCBE1	1	0	1	1	0	no	1
2218	NPIPB7	1	0	1	1	0	no	1
2219	GPI	1	0	1	1	0	no	1
2220	CRY2	1	0	1	0	0	no	1
2221	MUC6	1	0	1	1	0	no	0
2222	PHOSPHO1	1	0	1	0	0	no	1
2223	ODAPH	1	1	1	1	0	no	0
2224	HHLA1	1	0	1	1	0	no	0
2225	HSD11B1L	1	0	1	1	1	YES	0
2226	ARSG	1	0	1	0	0	no	0
2227	SPINK8	1	0	1	1	0	no	0
2228	TNXB	1	1	1	1	0	no	0
2229	LAMP2	1	0	1	0	0	no	0
2230	CDH13	1	0	1	0	0	no	1
2231	IFNL3	1	0	1	1	0	no	0
2232	GDNF	1	1	1	1	1	YES	0
2233	CRACR2A	1	0	1	0	0	no	0
2234	CASP1	1	0	1	0	0	no	1
2235	FGFR2	1	1	1	1	1	YES	0
2236	LTB	1	0	1	0	0	no	1
2237	SFRP4	1	0	1	1	0	no	0
2238	NPIPB15	1	0	1	1	0	no	1
2239	PATE4	1	0	1	1	0	no	0
2240	ADCYAP1	1	0	1	1	0	no	0
2241	PDCD6IP	1	0	1	1	0	no	1
2242	IFNA17	1	0	1	1	0	no	0
2243	IL10	1	0	1	1	0	no	0
2244	IFNA4	1	0	1	1	0	no	0
2245	FGF12	1	0	1	0	0	no	1
2246	MST1	1	0	0	0	0	no	0
2247	BDNF	1	1	1	1	0	no	1
2248	EFNA4	1	1	1	1	1	YES	0
2249	CTSO	1	1	1	0	0	no	0
2250	PROM1	1	0	1	0	0	no	0
2251	ITIH3	1	1	1	1	0	no	0
2252	SERPINE2	1	0	1	1	0	no	0
2253	IGFL1	1	0	1	1	0	no	0
2254	C4B	1	0	1	1	0	no	0
2255	PRAP1	1	0	1	1	1	YES	0
2256	TGFBI	1	0	1	1	0	no	0
2257	NELL2	1	0	1	1	1	YES	0
2258	CFB	1	1	1	1	1	YES	0
2259	DERA	1	0	1	0	0	no	1
2260	IGFALS	1	0	1	1	0	no	1
2261	MUC15	1	0	1	1	0	no	0
2262	IZUMO1R	1	0	1	0	0	no	0
2263	DEFB121	1	0	1	1	0	no	0
2264	VWA1	1	0	1	1	0	no	0
2265	HFE	1	1	1	0	0	no	1
2266	FAM19A1	1	1	1	1	0	no	0
2267	MUC4	1	0	1	1	0	no	0
2268	DBNL	1	0	1	0	0	no	1
2269	IFNE	1	0	1	1	0	no	0
2270	LCN10	1	0	1	1	0	no	0
2271	ADAMTS9	1	0	1	1	1	YES	0
2272	LSAMP	1	0	1	0	0	no	1
2273	MSMP	1	0	1	1	1	YES	0
2274	CDNF	1	1	1	1	0	no	0
2275	PPIA	1	0	1	1	0	no	0
2276	ADAM9	1	0	1	1	1	YES	0
2277	LRRC55	1	0	1	0	0	no	0
2278	ADH7	1	0	1	0	0	no	1
2279	ARMC8	1	0	1	0	1	YES	0
2280	CALU	1	1	1	1	0	no	1
2281	CST7	1	0	1	1	0	no	0
2282	PRB1	1	1	0	0	0	no	0
2283	PCDHA1	1	1	1	1	0	no	1
2284	SELENOP	1	0	1	1	0	no	1
2285	GC	1	1	1	1	0	no	0
2286	CR1L	1	0	1	1	0	no	0
2287	LRPAP1	1	0	1	0	0	no	1
2288	PDGFC	1	0	1	1	0	no	1
2289	ADAMTS12	1	0	1	1	0	no	1
2290	SLIT2	1	0	1	1	0	no	0
2291	RNASET2	1	1	1	1	0	no	0
2292	EPPIN-WFDC6	1	0	1	1	0	no	0
2293	DEFB4B	1	0	1	1	0	no	0
2294	CXCL2	1	0	1	1	0	no	0
2295	WDR1	1	0	1	0	1	YES	0
2296	SERPINE3	1	0	1	1	0	no	0
2297	SFTA3	1	0	1	1	0	no	0
2298	ANGPT1	1	0	1	1	0	no	0
2299	CES5A	1	0	1	1	0	no	0
2300	SCUBE2	1	1	1	1	0	no	0
2301	SLIT3	1	1	1	1	1	YES	0
2302	MATN2	1	1	1	1	0	no	0
2303	TFF3	1	0	0	0	0	no	1
2304	IGLL5	1	0	1	1	0	no	0
2305	FAU	1	0	0	0	0	no	1
2306	TPT1	1	0	1	0	0	no	1
2307	SAMD1	1	0	0	0	0	no	1
2308	SAAL1	1	0	1	0	0	no	1
2309	HTN3	1	0	1	1	1	YES	0
2310	MANF	1	1	0	0	0	no	1
2311	PCDHA6	1	1	1	1	1	YES	0
2312	SPRN	1	0	1	0	0	no	0
2313	DEFB134	1	0	1	1	0	no	0
2314	PAFAH1B2	1	0	1	0	0	no	1
2315	KIRREL3	1	0	1	1	0	no	0
2316	NUCB2	1	0	0	0	0	no	1
2317	MUC5B	1	0	1	1	1	YES	0
2318	MTRNR2L5	1	0	1	1	0	no	0
2319	MTRNR2L1	1	0	1	1	0	no	0
2320	MTRNR2L8	1	0	1	1	0	no	0
2321	MTRNR2L7	1	0	1	1	0	no	0
2322	ITGAM	1	0	1	0	0	no	0
2323	HPR	1	1	1	1	1	YES	0
2324	MTRNR2L10	1	0	1	1	0	no	0
2325	ERFE	1	0	1	1	0	no	1
2326	MTRNR2L3	1	0	1	1	0	no	0
2327	CES4A	1	0	1	1	0	no	1
2328	C3orf33	1	0	1	1	0	no	1
2329	PCSK5	1	1	1	1	0	no	1
2330	PRSS58	1	0	1	1	0	no	0
2331	CEP290	1	0	1	0	0	no	1
2332	APAF1	1	0	1	0	0	no	1
2333	RNASE12	1	0	1	1	1	YES	0
2334	VTI1B	1	0	1	0	1	YES	0
2335	PGF	1	0	1	1	0	no	1
2336	NPC2	1	1	1	1	0	no	0
2337	B2M	1	1	1	1	0	no	1
2338	LDLR	1	0	1	0	0	no	0
2339	METRN	1	0	1	1	0	no	1
2340	CLEC19A	1	0	1	1	0	no	0
2341	APOBR	1	0	1	0	0	no	0
2342	CTRL	1	0	1	0	0	no	1
2343	ERVMER34-1	1	0	1	1	0	no	1
2344	CCER2	1	0	1	1	0	no	0
2345	CDH8	1	0	1	0	0	no	0
2346	PRCD	1	0	1	1	0	no	0
2347	LYPD8	1	0	1	1	0	no	0
2348	APOC2	1	1	1	1	0	no	0
2349	APOC4	1	0	1	1	0	no	0
2350	FAM20A	1	0	1	1	0	no	0
2351	FLT3LG	1	0	1	1	0	no	0
2352	MTRNR2L12	1	0	1	1	0	no	0
2353	TNFSF14	1	0	1	1	0	no	0
2354	KLK15	1	1	1	1	0	no	0
2355	PINLYP	1	0	1	1	1	YES	0
2356	KLK13	1	1	1	1	0	no	0
2357	GMFG	1	0	1	0	0	no	1
2358	CXCL17	1	0	1	1	0	no	0
2359	KLK11	1	0	1	1	0	no	0
2360	RCN1	0	1	0	0	0	no	1
2361	PDIA2	0	1	0	0	0	no	1
2362	MATN4	0	1	1	1	0	no	0
2363	ECSIT	0	1	0	0	0	no	1
2364	SLC27A1	0	1	0	0	0	no	1
2365	OS9	0	1	0	0	0	no	1
2366	GALC	0	1	0	0	0	no	0
2367	NOMO3	0	1	0	0	0	no	0
2368	ERO1B	0	1	0	0	0	no	0
2369	ARHGAP36	0	1	0	0	1	YES	0
2370	CTAGE5	0	1	0	0	0	no	0
2371	CACNA2D3	0	1	0	0	0	no	1
2372	C21orf33	0	1	0	0	0	no	1
2373	CYP2A7	0	1	0	0	0	no	0
2374	RDH13	0	1	0	0	0	no	1
2375	FCRLA	0	1	0	0	0	no	0
2376	CYP2A6	0	1	0	0	0	no	0
2377	LNX1	0	1	0	0	1	YES	0
2378	GP6	0	1	1	0	0	no	1
2379	FKBP2	0	1	0	0	0	no	1
2380	PRLR	0	1	1	1	0	no	0
2381	ITGB2	0	1	1	0	0	no	1
2382	RCN2	0	1	0	0	0	no	1
2383	CYP4F11	0	1	0	0	0	no	0
2384	DCBLD2	0	1	0	0	0	no	1
2385	HLA-DQB2	0	1	0	0	0	no	0
2386	PDIA5	0	1	0	0	0	no	1
2387	COL11A2	0	1	1	1	0	no	0
2388	ACACB	0	1	0	0	0	no	0
2389	CYP2C18	0	1	0	0	0	no	0
2390	B4GALNT1	0	1	0	0	0	no	0
2391	SUMF2	0	1	0	0	1	YES	0
2392	PRR27	0	1	1	1	0	no	0
2393	NPHS1	0	1	1	0	0	no	0
2394	NAALADL1	0	1	0	0	0	no	1
2395	KIR2DL4	0	1	0	0	0	no	0
2396	TDP2	0	1	0	0	0	no	1
2397	HYAL2	0	1	0	0	0	no	0
2398	C19orf47	0	1	0	0	0	no	1
2399	GRIK2	0	1	0	0	0	no	0
2400	CRB2	0	1	1	1	0	no	0
2401	TOR3A	0	1	1	0	0	no	0
2402	COP1	0	1	0	0	0	no	0
2403	BOLA1	0	1	0	0	0	no	0
2404	CTBS	0	1	1	0	0	no	1
2405	APCDD1L	0	1	0	0	0	no	1
2406	VPS37B	0	1	1	0	0	no	0
2407	NDOR1	0	1	0	0	0	no	1
2408	MINPP1	0	1	1	0	0	no	0
2409	FAM78A	0	1	0	0	1	YES	0
2410	SLC25A25	0	1	0	0	1	YES	0
2411	UGT1A10	0	1	0	0	0	no	0
2412	PTGS1	0	1	1	0	1	YES	0
2413	WHRN	0	1	0	0	0	no	0
2414	IL2RG	0	1	0	0	1	YES	0
2415	EDEM2	0	1	0	0	0	no	0
2416	PPT2	0	1	1	0	0	no	0
2417	MPIG6B	0	1	0	0	0	no	1
2418	FXN	0	1	0	0	0	no	1
2419	SOWAHA	0	1	0	0	0	no	0
2420	B3GALT6	0	1	0	0	0	no	0
2421	FAM96A	0	1	0	0	0	no	1
2422	CD99	0	1	0	0	0	no	1
2423	C1QTNF9B	0	1	1	1	0	no	0
2424	FGFBP1	0	1	1	1	0	no	0
2425	C21orf62	0	1	0	0	0	no	0
2426	CACNA2D4	0	1	0	0	0	no	0
2427	EOGT	0	1	0	0	0	no	1
2428	CYP26A1	0	1	0	0	0	no	0
2429	MRPL2	0	1	0	0	0	no	1
2430	STBD1	0	1	0	0	0	no	1
2431	FKBP9	0	1	0	0	1	YES	0
2432	FAAH	0	1	0	0	0	no	1
2433	CASQ2	0	1	0	0	0	no	0
2434	TREH	0	1	1	0	0	no	0
2435	CNTNAP3B	0	1	0	0	0	no	0
2436	SEL1L2	0	1	0	0	0	no	0
2437	NDUFS8	0	1	0	0	0	no	1
2438	FKBP10	0	1	0	0	1	YES	0
2439	FRAS1	0	1	1	0	0	no	1
2440	OIT3	0	1	0	0	0	no	0
2441	IL18R1	0	1	0	0	0	no	1
2442	RAB36	0	1	0	0	1	YES	0
2443	DDRGK1	0	1	0	0	0	no	1
2444	NPIPB9	0	1	0	0	0	no	1
2445	TOX2	0	1	0	0	0	no	1
2446	EWSR1	0	1	0	0	0	no	1
2447	CD300A	0	1	1	0	0	no	0
2448	PTPRC	0	1	1	0	0	no	0
2449	PTGS2	0	1	0	0	0	no	1
2450	IL20RA	0	1	0	0	0	no	1
2451	FCER1G	0	1	0	0	0	no	0
2452	FCRL5	0	1	0	0	0	no	0
2453	GLMP	0	1	0	0	0	no	0
2454	EFNA1	0	1	1	1	0	no	0
2455	TMED5	0	1	0	0	0	no	0
2456	CYP2C19	0	1	0	0	0	no	0
2457	TXNDC12	0	1	0	0	0	no	0
2458	CERCAM	0	1	0	0	1	YES	0
2459	P4HA1	0	1	0	0	1	YES	0
2460	TFAM	0	1	0	0	0	no	1
2461	NCR3	0	1	0	0	0	no	0
2462	CLYBL	0	1	0	0	0	no	1
2463	KDM6A	0	1	0	0	0	no	1
2464	ERLEC1	0	1	0	0	0	no	0
2465	SIGMAR1	0	1	0	0	0	no	0
2466	P4HA2	0	1	0	0	1	YES	0
2467	MUC3A	0	1	1	1	0	no	0
2468	EBF4	0	1	0	0	0	no	0
2469	RDH11	0	1	0	0	0	no	0
2470	IL3RA	0	1	0	0	0	no	0
2471	PRB3	0	1	1	1	0	no	0
2472	GZMB	0	1	0	0	0	no	0
2473	TAPBP	0	1	0	0	0	no	0
2474	GML	0	1	0	0	0	no	0
2475	PLAUR	0	1	1	1	0	no	1
2476	SLAMF1	0	1	1	1	0	no	0
2477	ANKHD1	0	1	0	0	0	no	0
2478	DNAJB11	0	1	0	0	0	no	1
2479	DPEP3	0	1	0	0	0	no	0
2480	UXS1	0	1	1	0	0	no	0
2481	CA10	0	1	0	0	1	YES	0
2482	TTC17	0	1	0	0	0	no	1
2483	GAA	0	1	1	0	0	no	0
